N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA,PALABRAS_CLAVES
51,1820476,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,"PROCEDIMIENTO Y FORMATOS PARA CATASTRO SOLAR Y EOLICO CHILENO"".",INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,INGENIERIA 1,12,PERSONA NATURAL,PEDRO ROTH URBAN,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGION DE VALPARAISO,494,NA,Miles de pesos (M$),SIN INFORMACION
52,1820488,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,REGULACION DE LA ACTIVIDAD DE RNA POLIMERASAS POR NUTRIENTES.,CIENCIAS NATURALES,NUTRICION BASICA,BIOLOGIA 2,12,PERSONA NATURAL,MARCO AURELIO PERRETTA PAIVA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,300,NA,Miles de pesos (M$),SIN INFORMACION
53,1820499,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,PLANO NUTRITIVO EN BRIOLERS Y SU RELACION CON CRECIMIENTO Y DESARROLLO COMPOSICION CORPORAL Y PRODUCTIVIDAD.,CIENCIAS MEDICAS Y DE LA SALUD,SALUD Y PRODUCCION ANIMAL,SALUD PROD ANIM,12,PERSONA NATURAL,JOSE ANDRES POKNIAK RAMOS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,499,NA,Miles de pesos (M$),SIN INFORMACION
54,1820514,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,CATALISIS ENZIMATICA PIROFOSFOMEVALONICA.,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,12,PERSONA NATURAL,EMILIO VICENTE CARDEMIL URZUA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,200,NA,Miles de pesos (M$),SIN INFORMACION
55,1820515,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,FOTORREACCIONES DE MOLECULAS DE INTERES BIOLOGICO EN SISTEMAS COMPARTIMENTALIZADOS.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,QUIMICA,12,PERSONA NATURAL,EDUARDO ALEJANDRO LISSI GERVASO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,250,NA,Miles de pesos (M$),SIN INFORMACION
56,1820522,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,BIOLOGIA DEL TRIPANOSOMA CRUZI ENFERMEDAD DE CHAGAS EXPERIMENTAL.,CIENCIAS NATURALES,INMUNOLOGIA,BIOLOGIA 2,12,PERSONA NATURAL,ANTONIO MORELLO CASTE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,500,NA,Miles de pesos (M$),SIN INFORMACION
57,1820525,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,MECANISMOS BIOQUIMICOS DE LA INDUCCION HORMONAL DE LA MADURACION MEIOTICA.,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,12,PERSONA NATURAL,JORGE EDUARDO ALLENDE RIVERA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,400,NA,Miles de pesos (M$),SIN INFORMACION
58,1820545,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,MORFOMETRIA Y TIPOS DE DESARROLLO EN BIVALVOS MARINOS,CIENCIAS NATURALES,BIOLOGIA MARINA,BIOLOGIA 1,12,PERSONA NATURAL,LUIS ANGEL RAMORINO MESCHI,HOMBRE,UNIVERSIDAD DE VALPARAISO,CENTRO,REGION DE VALPARAISO,315,NA,Miles de pesos (M$),SIN INFORMACION
59,1820562,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,INFLUENCIA DE LA VEGETACION CORDILLERANA COMO FUENTE DE ENFERMEDADES Y AFIDOS QUE AFECTAN LA PRODUCCION DE TRIGO.,CIENCIAS NATURALES,ZOOLOGIA,BIOLOGIA 1,12,PERSONA NATURAL,ENRIQUE ZUNIGA SALINAS,HOMBRE,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS (INIA),RM,REGION METROPOLITANA DE SANTIAGO,360,NA,Miles de pesos (M$),SIN INFORMACION
60,1820569,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,TELEDETECCION PARA MANEJO FORESTAL DINAMICO.,CIENCIAS AGRICOLAS,INGENIERIA FORESTAL,AGRONOMIA,12,PERSONA NATURAL,CARLOS GUILLERMO PATTILLO BARRIENTOS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,235,NA,Miles de pesos (M$),SIN INFORMACION
61,1820570,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,PROTECCION SISMICA DE VIVIENDAS Y EDIFICIOS DE ALTURA.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,JOAQUIN MONGE ESPINEIRA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,461,NA,Miles de pesos (M$),SIN INFORMACION
62,1820572,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,FACTIBILIDAD DE USO DE LA DECANTACION DE ALTA TASA COMO PROCESO DE TRATAMIENTO DE AGUAS SERVIDAS.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,JORGE EDMUNDO CASTILLO GONZALEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,328,NA,Miles de pesos (M$),SIN INFORMACION
63,1820573,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,CALIBRACION DE PARAMETROS DEL COMPORTAMIENTO VEHICULAR EN VIAS URBANAS.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,JAIME FRANCISCO GIBSON ALDUNATE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,529,NA,Miles de pesos (M$),SIN INFORMACION
64,1820574,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ASIGNACION DE RECURSOS DE INVERSION Y CONSERVACION EN CAMINOS. DETERMINACION DE BENEFICIOS DIRECTOS.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,SERGIO MIGUEL GONZALEZ TAGLE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,477,NA,Miles de pesos (M$),SIN INFORMACION
65,1820575,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,SIMULACION Y OPTIMIZACION DEL APROVECHAMIENTO DE AGUAS SUBTERRANEAS. APLICACION A LA CUENCA CHACABUCO-POLPAICO.,CIENCIAS AGRICOLAS,AGRONOMIA Y OTRAS ESP. SILVOAGROPECUARIA,AGRONOMIA,12,PERSONA NATURAL,GUILLERMO CABRERA FAJARDO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,461,NA,Miles de pesos (M$),SIN INFORMACION
66,1820587,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,INVESTIGACION PARA MEJORAR EL BENEFICIO DE UNA PLANTA DE MOLIENDA QUE ESTA BAJO CONTROL AUTOMATICO CLASICO.,INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,INGENIERIA 2,12,PERSONA NATURAL,GUILLERMO DANIEL GONZALEZ REES,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,541,NA,Miles de pesos (M$),SIN INFORMACION
67,1820590,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,CONVERGENCIA PARA ALGORITMOS DE REDES NO LINEALES.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,ANDRES FELIX WEINTRAUB POHORILLE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,395,NA,Miles de pesos (M$),SIN INFORMACION
68,1820598,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ESTUDIO DEL COMPORTAMIENTO MECANICO DE UNA NUEVA ALINEACION.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,AQUILES HORACIO SEPULVEDA OSSES,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,457,NA,Miles de pesos (M$),SIN INFORMACION
69,1820601,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,MASAS EFECTIVAS ANISOTROPICAS DE SUPERCONDUCTORES EN CAPAS.,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,12,PERSONA NATURAL,RICARDO RAMIREZ LEIVA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,340,NA,Miles de pesos (M$),SIN INFORMACION
70,1820603,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EFECTO DE LA PROGESTORONA SOBRE LA SECRECION BILIAR DEL COLESTEROL,CIENCIAS MEDICAS Y DE LA SALUD,OTRAS ESPECIALIDADES DE LA MEDICINA,MEDICINA 1,12,PERSONA NATURAL,FLAVIO NERVI ODDONE,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,450,NA,Miles de pesos (M$),SIN INFORMACION
71,1820607,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EL MUNDO MITICO DE CHILOE.,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,12,PERSONA NATURAL,CURT JAIME BLUME SANCHEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,280,NA,Miles de pesos (M$),SIN INFORMACION
72,1820608,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,"ESTUDIO DE ADAPTACION DEL GUAYULE (PARTHENIUM ARGENTATUM) EN LA IV REGION CHILE"".",CIENCIAS AGRICOLAS,AGRONOMIA Y OTRAS ESP. SILVOAGROPECUARIA,AGRONOMIA,12,PERSONA NATURAL,WALDO A. CERON DIAZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,532,NA,Miles de pesos (M$),SIN INFORMACION
73,1820622,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ANALISIS DE SERIES DE TIEMPO DE MARGENES DE COMERCIALIZACION EN LOS MERCADOS DE CARNES LACTEOS Y CEREALES.,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,12,PERSONA NATURAL,EUGENIA TERESA MUCHNIK WEINSTEIN,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,315,NA,Miles de pesos (M$),SIN INFORMACION
74,1820628,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,TRATAMIENTOS FISICO -,INGENIERIA Y TECNOLOGIA,PROCESAMIENTO Y TECNOLOGIA DE ALIMENTOS,INGENIERIA 3,12,PERSONA NATURAL,JOSE MIGUEL AGUILERA RADIC,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,365,NA,Miles de pesos (M$),SIN INFORMACION
75,1820631,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,VALOR SELECTIVO DEL MOCO VERVICAL.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA BIOLOGIA,BIOLOGIA 1,12,PERSONA NATURAL,FERNANDO CLAUDIO BARROS RODRIGUEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,200,NA,Miles de pesos (M$),SIN INFORMACION
76,1820634,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ENDORFINAS NEUROREGULADORES DE LA FUNCION RENAL.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,12,PERSONA NATURAL,JUAN PABLO GARCIA-HUIDOBRO TORO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,338,NA,Miles de pesos (M$),SIN INFORMACION
77,1820638,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,INFLUENCIA DE LA SECUENCIA MONOMERICA DE COPOLIMEROS EN SU MORFOLOGIA Y PROPIEDADES EN SOLUCION.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,QUIMICA,12,PERSONA NATURAL,LIGIA TERESITA GARGALLO GONZALEZ,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,200,NA,Miles de pesos (M$),SIN INFORMACION
78,1820639,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,SINTESIS DE POLI-14-XILILEN TIDETERES Y ESTUDIO DE SUS PROPIEDADES TERMICAS.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,QUIMICA,12,PERSONA NATURAL,FERNANDO RAUL DIAZ ALZAMORA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,130,NA,Miles de pesos (M$),SIN INFORMACION
79,1820643,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,RELACIONES ENTRE VARIALBES CLIMATICAS FENOLOGICAS Y RENDIMIENTO EN ESPECIES HORTICOLAS.,CIENCIAS AGRICOLAS,AGRONOMIA Y OTRAS ESP. SILVOAGROPECUARIA,AGRONOMIA,12,PERSONA NATURAL,ALONSO ENRIQUE BRAVO MARTINEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,519,NA,Miles de pesos (M$),SIN INFORMACION
80,1820644,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,MODELO ECONOMETRICO PARA EL SUBSECTOR LECHERO.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LAS MATEMATICAS,MATEMATICAS,12,PERSONA NATURAL,CRISTIAN ZEGERS PRADO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,515,NA,Miles de pesos (M$),SIN INFORMACION
81,1820645,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,DESARROLLO DE LA UNION NEUROMUSCULAR DISTRIBUCION Y REGULACION DE LA ACETILCOLINESTERASA SINAPTICA (16S).,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,12,PERSONA NATURAL,NIBALDO MANUEL INESTROSA CANTIN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,400,NA,Miles de pesos (M$),SIN INFORMACION
82,1820649,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EL GRUPO ORTOGONAL DE UN ESPACION MHILBERTIANO NO - CLASICO.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LAS MATEMATICAS,MATEMATICAS,12,PERSONA NATURAL,HANS ARWED KELLER ZULLIG,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,347,NA,Miles de pesos (M$),SIN INFORMACION
83,1820653,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EXPRESION GENETICA EN TERMOFILOS.,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,12,PERSONA NATURAL,HECTOR ALEJANDRO VENEGAS ESPARZA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,400,NA,Miles de pesos (M$),SIN INFORMACION
84,1820659,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,HORMIGON REFORZADO CON FIBRA DE POLIPROPILENO.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,JUAN PABLO COVARRUBIAS TORRES,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,304,NA,Miles de pesos (M$),SIN INFORMACION
85,1820661,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ORIGEN Y SIGNIFICADO BIOLOGICO DE LA HETEROGENETIDAD FISICA DE LAS PLAQUETAS HUMANAS.,CIENCIAS MEDICAS Y DE LA SALUD,OTRAS ESPECIALIDADES DE LA MEDICINA,MEDICINA 1,12,PERSONA NATURAL,DIEGO ANTONIO MEZZANO ABEDRAPO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,300,NA,Miles de pesos (M$),SIN INFORMACION
86,1820662,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,INVESTIGACION ACERCA DEL ORIGEN RENAL DE LA CALICREINA GLANDULAR DEL PLASMA Y DE SU PARTICIPACION EN EL CONTROL DE LA PRESION ARTERIAL.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,12,PERSONA NATURAL,RENATO ALBERTINI BORTOLAMEOLLI,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,350,NA,Miles de pesos (M$),SIN INFORMACION
87,1820666,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ESTUDIO SOBRE LA RELACION ENTRE CAMBIOS DE FORMA Y SECRECCION EN CELULAS OXINTICAS.,CIENCIAS NATURALES,MORFOLOGIA,BIOLOGIA 2,12,PERSONA NATURAL,JORGE FERNANDO GARRIDO NEGRI,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,200,NA,Miles de pesos (M$),SIN INFORMACION
88,1820667,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,METABOLISMO PEROXISOMAL.,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,12,PERSONA NATURAL,FEDERICO LEIGHTON PUGA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,400,NA,Miles de pesos (M$),SIN INFORMACION
89,1820674,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ELECTRONEGATIVIDAD MOLECULAR EN DROGAS DE CISPLATINO.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,QUIMICA,12,PERSONA NATURAL,FERNANDO ZULOAGA VARGAS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,60,NA,Miles de pesos (M$),SIN INFORMACION
90,1820678,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EPIDEMIOLOGIA Y CONTROL DE LA SARNA DEL PERAL CAUSADA POR EL HONGO VENTURIA PIRINA.,CIENCIAS AGRICOLAS,FRUTICULTURA Y VITICULTURA,AGRONOMIA,12,PERSONA NATURAL,BERNARDO ANTONIO LATORRE GUZMAN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,244,NA,Miles de pesos (M$),SIN INFORMACION
91,1820683,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,PROPIEDADES DEL COBRE DE COLADA CONTINUA Y SU APTITUD PARA SER TREFILADO.,INGENIERIA Y TECNOLOGIA,INGENIERIA METALURGICA,INGENIERIA 3,12,PERSONA NATURAL,CRISTIAN GUILLERMO VIAL EDWARDS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,558,NA,Miles de pesos (M$),SIN INFORMACION
92,1820689,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,ESTUDIO DINAMICO Y MORFOLOGICO DE GALAXIAS DUMB-BELL CD'S.,CIENCIAS NATURALES,ASTRONOMIA COSMOLOGIA Y PARTICULAS,ASTRON.COSMOL.Y PAR,12,PERSONA NATURAL,HERNAN QUINTANA GODOY,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,703,NA,Miles de pesos (M$),SIN INFORMACION
93,1820692,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,REQUERIMIENTOS PROTEICOS-ENERGETICOS EN ESCOLARES CHILENOS SANOS.,INGENIERIA Y TECNOLOGIA,PROCESAMIENTO Y TECNOLOGIA DE ALIMENTOS,INGENIERIA 3,12,PERSONA NATURAL,RICARDO ELIAS UAUY DAGACH-IMBARACK,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,655,NA,Miles de pesos (M$),SIN INFORMACION
94,1820700,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,DETECCION DE POSIBLES AGENTES CANCERIGENOS EN EL HOMBRE A TRAVES DEL TEST DE TRANSFORMACION DE LIQUIDO AMNIOTICO HUMANO.,CIENCIAS MEDICAS Y DE LA SALUD,OTRAS ESPECIALIDADES DE LA MEDICINA,MEDICINA 1,12,PERSONA NATURAL,PATRICIA MARCELA ARANDA LACOMBE,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,550,NA,Miles de pesos (M$),SIN INFORMACION
95,1820718,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,PARAMETROS FISICOS DE NEBULOSAS PLANETARIAS AUSTRALES.,CIENCIAS NATURALES,ASTRONOMIA COSMOLOGIA Y PARTICULAS,ASTRON.COSMOL.Y PAR,12,PERSONA NATURAL,CARMEN ADELINA GUTIERREZ ALONSO,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,342,NA,Miles de pesos (M$),SIN INFORMACION
96,1820726,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,INVESTIGACION EN FISICA ESTADISTICA.,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,12,PERSONA NATURAL,ENRIQUE LINCOYAN TIRAPEGUI ZURBANO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,650,NA,Miles de pesos (M$),SIN INFORMACION
97,1820736,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,AISLACION DE VRIBRACIONES POR BARRERAS.,INGENIERIA Y TECNOLOGIA,OTRAS ESPECIALIDADES DE LA INGENIERIA,INGENIERIA 3,12,PERSONA NATURAL,PEDRO MIGUEL ACEVEDO MOYANO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,407,NA,Miles de pesos (M$),SIN INFORMACION
98,1820745,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,EL TEMA DEL ARBOL DE GABRIELA MISTRAL.,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,12,PERSONA NATURAL,PATRICIO MARCHANT CASTRO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,285,NA,Miles de pesos (M$),SIN INFORMACION
99,1820746,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1982,1982,1982,MANIFESTACION Y OBJETIVIDAD,HUMANIDADES,FILOSOFIA,FILOSOFIA,12,PERSONA NATURAL,CASTOR NARVARTE SANZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,480,NA,Miles de pesos (M$),SIN INFORMACION
